uniprot_accession,organism,organism_type,gh_family,has_usable_structure,n_structure_entries,structure_sources,best_structure_source,best_structure_id,best_structure_path,best_standardization_status
B2APG8,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina),fungal,GH10,True,1,modeller,modeller,B2APG8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B2APG8_modeller_B2APG8_modeller.pdb,standardized
Q2TYA7,Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold),fungal,GH10,True,1,modeller,modeller,Q2TYA7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q2TYA7_modeller_Q2TYA7_modeller.pdb,standardized
C5BN19,Teredinibacter turnerae (strain ATCC 39867 / T7901),bacterial,GH10,True,1,modeller,modeller,C5BN19_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C5BN19_modeller_C5BN19_modeller.pdb,standardized
O69230,Paenibacillus barcinonensis,bacterial,GH10,True,7,pdb,pdb,4W8L_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/O69230_pdb_4W8L_A_Repair.pdb,standardized
Q7CX80,Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58)),bacterial,GH10,True,1,modeller,modeller,Q7CX80_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q7CX80_modeller_Q7CX80_modeller.pdb,standardized
A9G323,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH11,True,1,modeller,modeller,A9G323_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9G323_modeller_A9G323_modeller.pdb,standardized
Q9F4L0,Fibrobacter succinogenes (strain ATCC 19169 / S85),bacterial,GH10,True,1,modeller,modeller,Q9F4L0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9F4L0_modeller_Q9F4L0_modeller.pdb,standardized
D4LFB0,Ruminococcus champanellensis (strain DSM 18848 / JCM 17042 / KCTC 15320 / 18P13),bacterial,GH11,True,1,modeller,modeller,D4LFB0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D4LFB0_modeller_D4LFB0_modeller.pdb,standardized
E4RUD3,Leadbetterella byssophila (strain DSM 17132 / JCM 16389 / KACC 11308 / NBRC 106382 / 4M15),bacterial,GH10,True,1,modeller,modeller,E4RUD3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4RUD3_modeller_E4RUD3_modeller.pdb,standardized
Q60042,Thermotoga neapolitana,bacterial,GH10,True,1,modeller,modeller,Q60042_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q60042_modeller_Q60042_modeller.pdb,standardized
Q9R6T4,Thermotoga sp. FjSS3-B.1,bacterial,GH10,True,1,modeller,modeller,Q9R6T4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9R6T4_modeller_Q9R6T4_modeller.pdb,standardized
P48789,Xylanibacter ruminicola (Prevotella ruminicola),bacterial,GH10,True,1,modeller,modeller,P48789_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P48789_modeller_P48789_modeller.pdb,standardized
Q8GBY5,Segatella bryantii (Prevotella bryantii),bacterial,GH10,True,1,modeller,modeller,Q8GBY5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q8GBY5_modeller_Q8GBY5_modeller.pdb,standardized
Q0PRN5,Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) (Clostridium cellulolyticum),bacterial,GH10,True,1,modeller,modeller,Q0PRN5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q0PRN5_modeller_Q0PRN5_modeller.pdb,standardized
E4S6E9,Caldicellulosiruptor acetigenus (strain ATCC 700853 / DSM 12137 / I77R1B) (Caldicellulosiruptor kristjanssonii),bacterial,GH10,True,5,pdb,pdb,7NN3_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4S6E9_pdb_7NN3_A_Repair.pdb,standardized
Q8GHJ4,Paenibacillus sp. W-61,bacterial,GH10,True,1,modeller,modeller,Q8GHJ4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q8GHJ4_modeller_Q8GHJ4_modeller.pdb,standardized
B8YG19,Neocallimastix patriciarum (Rumen fungus),fungal,GH11,True,1,modeller,modeller,B8YG19_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B8YG19_modeller_B8YG19_modeller.pdb,standardized
A6W5F0,Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216),bacterial,GH10,True,1,modeller,modeller,A6W5F0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6W5F0_modeller_A6W5F0_modeller.pdb,standardized
E4Q1W4,Caldicellulosiruptor owensensis (strain ATCC 700167 / DSM 13100 / OL),bacterial,GH11,True,1,modeller,modeller,E4Q1W4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4Q1W4_modeller_E4Q1W4_modeller.pdb,standardized
B4RGI6,Phenylobacterium zucineum (strain HLK1),bacterial,GH10,True,1,modeller,modeller,B4RGI6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B4RGI6_modeller_B4RGI6_modeller.pdb,standardized
B2IJA6,Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB 8712),bacterial,GH10,True,1,modeller,modeller,B2IJA6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B2IJA6_modeller_B2IJA6_modeller.pdb,standardized
Q7UKV6,Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1),bacterial,GH10,True,1,modeller,modeller,Q7UKV6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q7UKV6_modeller_Q7UKV6_modeller.pdb,standardized
B6VF01,Paenibacillus sp. HPL-001,bacterial,GH10,True,1,modeller,modeller,B6VF01_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B6VF01_modeller_B6VF01_modeller.pdb,standardized
D6BQP4,Paenibacillus sp. E18,bacterial,GH10,True,1,modeller,modeller,D6BQP4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D6BQP4_modeller_D6BQP4_modeller.pdb,standardized
E4ZH02,Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) (Blackleg fungus) (Phoma lingam),fungal,GH10,True,1,modeller,modeller,E4ZH02_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4ZH02_modeller_E4ZH02_modeller.pdb,standardized
B2B789,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina),fungal,GH10,True,1,modeller,modeller,B2B789_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B2B789_modeller_B2B789_modeller.pdb,standardized
D5WLQ4,Paraburkholderia atlantica,bacterial,GH10,True,1,modeller,modeller,D5WLQ4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D5WLQ4_modeller_D5WLQ4_modeller.pdb,standardized
A0LRT6,Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),bacterial,GH10,True,1,modeller,modeller,A0LRT6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A0LRT6_modeller_A0LRT6_modeller.pdb,standardized
A0AD65,Streptomyces ambofaciens (strain ATCC 23877 / 3486 / DSM 40053 / JCM 4204 / NBRC 12836 / NRRL B-2516),bacterial,GH10,True,1,modeller,modeller,A0AD65_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A0AD65_modeller_A0AD65_modeller.pdb,standardized
Q693B5,Microbulbifer hydrolyticus,bacterial,GH11,True,1,modeller,modeller,Q693B5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q693B5_modeller_Q693B5_modeller.pdb,standardized
E0RP42,Spirochaeta thermophila (strain ATCC 49972 / DSM 6192 / RI 19.B1),bacterial,GH10,True,1,modeller,modeller,E0RP42_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E0RP42_modeller_E0RP42_modeller.pdb,standardized
Q52644,Ruminococcus albus,bacterial,GH11,True,1,modeller,modeller,Q52644_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q52644_modeller_Q52644_modeller.pdb,standardized
C9RK54,Fibrobacter succinogenes (strain ATCC 19169 / S85),bacterial,GH11,True,1,modeller,modeller,C9RK54_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9RK54_modeller_C9RK54_modeller.pdb,standardized
D5UGI1,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),bacterial,GH10,True,1,modeller,modeller,D5UGI1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D5UGI1_modeller_D5UGI1_modeller.pdb,standardized
P40943,Geobacillus stearothermophilus (Bacillus stearothermophilus),bacterial,GH10,True,8,pdb,pdb,1HIZ_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P40943_pdb_1HIZ_A_Repair.pdb,standardized
B5M201,Geobacillus sp. WBI,bacterial,GH10,True,1,modeller,modeller,B5M201_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B5M201_modeller_B5M201_modeller.pdb,standardized
C6ZHB0,Streptomyces thermocarboxydus,bacterial,GH10,True,1,modeller,modeller,C6ZHB0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C6ZHB0_modeller_C6ZHB0_modeller.pdb,standardized
C3VEV9,Penicillium canescens,fungal,GH10,True,1,pdb,pdb,4F8X_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C3VEV9_pdb_4F8X_A_Repair.pdb,standardized
O87119,Acetivibrio thermocellus (Hungateiclostridium thermocellum) (Clostridium thermocellum),bacterial,GH11,True,2,pdb,pdb,2C71_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/O87119_pdb_2C71_A_Repair.pdb,standardized
O52780,Acetivibrio thermocellus (Hungateiclostridium thermocellum) (Clostridium thermocellum),bacterial,GH11,True,2,pdb,pdb,1GMM_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/O52780_pdb_1GMM_A_Repair.pdb,standardized
A6W6W7,Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216),bacterial,GH10,True,1,modeller,modeller,A6W6W7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6W6W7_modeller_A6W6W7_modeller.pdb,standardized
Q4ZMT4,Pseudomonas syringae pv. syringae (strain B728a),bacterial,GH10,True,1,modeller,modeller,Q4ZMT4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q4ZMT4_modeller_Q4ZMT4_modeller.pdb,standardized
B8I5B9,Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) (Clostridium cellulolyticum),bacterial,GH10,True,1,modeller,modeller,B8I5B9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B8I5B9_modeller_B8I5B9_modeller.pdb,standardized
B8HLM8,Cyanothece sp. (strain PCC 7425 / ATCC 29141),bacterial,GH10,True,1,modeller,modeller,B8HLM8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B8HLM8_modeller_B8HLM8_modeller.pdb,standardized
D4Z2D1,Sphingobium indicum (strain DSM 16413 / CCM 7287 / MTCC 6362 / UT26 / NBRC 101211 / UT26S) (Sphingobium japonicum),bacterial,GH10,True,1,modeller,modeller,D4Z2D1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D4Z2D1_modeller_D4Z2D1_modeller.pdb,standardized
D5UFC2,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),bacterial,GH10,True,1,modeller,modeller,D5UFC2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D5UFC2_modeller_D5UFC2_modeller.pdb,standardized
A9FW62,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH10,True,1,modeller,modeller,A9FW62_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9FW62_modeller_A9FW62_modeller.pdb,standardized
A9F9G9,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH10,True,1,modeller,modeller,A9F9G9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9F9G9_modeller_A9F9G9_modeller.pdb,standardized
B9K945,Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NBRC 107923 / NS-E),bacterial,GH10,True,1,modeller,modeller,B9K945_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B9K945_modeller_B9K945_modeller.pdb,standardized
Q9WWJ9,Thermotoga sp. FjSS3-B.1,bacterial,GH10,True,1,modeller,modeller,Q9WWJ9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9WWJ9_modeller_Q9WWJ9_modeller.pdb,standardized
A7TVD4,Streptomyces fradiae (Streptomyces roseoflavus),bacterial,GH10,True,1,modeller,modeller,A7TVD4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A7TVD4_modeller_A7TVD4_modeller.pdb,standardized
Q3BMC7,Xanthomonas euvesicatoria pv. vesicatoria (strain 85-10) (Xanthomonas campestris pv. vesicatoria),bacterial,GH10,True,1,modeller,modeller,Q3BMC7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3BMC7_modeller_Q3BMC7_modeller.pdb,standardized
P14768,Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa),bacterial,GH10,True,9,pdb,pdb,1CLX_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P14768_pdb_1CLX_A_Repair.pdb,standardized
Q7WTN6,Rhodothermus marinus (Rhodothermus obamensis),bacterial,GH10,True,8,pdb,pdb,2Y64_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q7WTN6_pdb_2Y64_A_Repair.pdb,standardized
B0FEV6,Piromyces communis,fungal,GH11,True,1,modeller,modeller,B0FEV6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B0FEV6_modeller_B0FEV6_modeller.pdb,standardized
Q5YB84,Neocallimastix frontalis (Rumen fungus),fungal,GH11,True,1,modeller,modeller,Q5YB84_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q5YB84_modeller_Q5YB84_modeller.pdb,standardized
P29127,Neocallimastix patriciarum (Rumen fungus),fungal,GH11,True,2,pdb,pdb,2C1F_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P29127_pdb_2C1F_A_Repair.pdb,standardized
Q01421,Neocallimastix frontalis (Rumen fungus),fungal,GH11,True,1,modeller,modeller,Q01421_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q01421_modeller_Q01421_modeller.pdb,standardized
Q92257,Orpinomyces sp. (strain PC-2),fungal,GH11,True,1,modeller,modeller,Q92257_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q92257_modeller_Q92257_modeller.pdb,standardized
A5CM25,Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382),bacterial,GH10,True,1,modeller,modeller,A5CM25_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5CM25_modeller_A5CM25_modeller.pdb,standardized
C9YUZ2,Streptomyces scabiei (strain 87.22),bacterial,GH10,True,1,modeller,modeller,C9YUZ2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9YUZ2_modeller_C9YUZ2_modeller.pdb,standardized
A9GEL6,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH11,True,1,modeller,modeller,A9GEL6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9GEL6_modeller_A9GEL6_modeller.pdb,standardized
D2C750,Thermotoga petrophila (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10) (Thermotoga naphthophila),bacterial,GH10,True,1,modeller,modeller,D2C750_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2C750_modeller_D2C750_modeller.pdb,standardized
A5IL09,Thermotoga petrophila (strain ATCC BAA-488 / DSM 13995 / JCM 10881 / RKU-1),bacterial,GH10,True,1,modeller,modeller,A5IL09_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5IL09_modeller_A5IL09_modeller.pdb,standardized
D5UGW9,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),bacterial,GH10,True,1,modeller,modeller,D5UGW9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D5UGW9_modeller_D5UGW9_modeller.pdb,standardized
Q9HGX1,Agaricus bisporus (White button mushroom),fungal,GH10,True,1,modeller,modeller,Q9HGX1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9HGX1_modeller_Q9HGX1_modeller.pdb,standardized
P83513,Pseudobutyrivibrio xylanivorans,bacterial,GH11,True,1,modeller,modeller,P83513_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P83513_modeller_P83513_modeller.pdb,standardized
E5A0Q4,Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) (Blackleg fungus) (Phoma lingam),fungal,GH11,True,1,modeller,modeller,E5A0Q4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E5A0Q4_modeller_E5A0Q4_modeller.pdb,standardized
E4SGH7,Caldicellulosiruptor kronotskyensis (strain DSM 18902 / VKM B-2412 / 2002),bacterial,GH10,True,1,modeller,modeller,E4SGH7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4SGH7_modeller_E4SGH7_modeller.pdb,standardized
P54865,Cellulomonas fimi,bacterial,GH11,True,6,pdb,pdb,1E5B_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P54865_pdb_1E5B_A_Repair.pdb,standardized
C7NP66,Halorhabdus utahensis (strain DSM 12940 / JCM 11049 / AX-2),archaea,GH10,True,1,modeller,modeller,C7NP66_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C7NP66_modeller_C7NP66_modeller.pdb,standardized
E4SHI1,Caldicellulosiruptor kronotskyensis (strain DSM 18902 / VKM B-2412 / 2002),bacterial,GH10,True,1,modeller,modeller,E4SHI1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4SHI1_modeller_E4SHI1_modeller.pdb,standardized
B9MMA5,Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / KCTC 15123 / Z-1320) (Anaerocellum thermophilum),bacterial,GH10,True,3,pdb,pdb,4L4O_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B9MMA5_pdb_4L4O_A_Repair.pdb,standardized
E4Q2A4,Caldicellulosiruptor owensensis (strain ATCC 700167 / DSM 13100 / OL),bacterial,GH10,True,1,pdb,pdb,5Y3X_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4Q2A4_pdb_5Y3X_A_Repair.pdb,standardized
D0QF43,Bispora sp. MEY-1,fungal,GH10,True,2,pdb,pdb,5XZO_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D0QF43_pdb_5XZO_A_Repair.pdb,standardized
C7R4R8,Jonesia denitrificans (strain ATCC 14870 / DSM 20603 / BCRC 15368 / CIP 55.134 / JCM 11481 / NBRC 15587 / NCTC 10816 / Prevot 55134) (Listeria denitrificans),bacterial,GH10,True,1,modeller,modeller,C7R4R8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C7R4R8_modeller_C7R4R8_modeller.pdb,standardized
A9EQP3,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH11,True,1,modeller,modeller,A9EQP3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9EQP3_modeller_A9EQP3_modeller.pdb,standardized
C9RKU1,Fibrobacter succinogenes (strain ATCC 19169 / S85),bacterial,GH10,True,1,modeller,modeller,C9RKU1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9RKU1_modeller_C9RKU1_modeller.pdb,standardized
A5CRL7,Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382),bacterial,GH10,True,1,modeller,modeller,A5CRL7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5CRL7_modeller_A5CRL7_modeller.pdb,standardized
D4LAD4,Ruminococcus champanellensis (strain DSM 18848 / JCM 17042 / KCTC 15320 / 18P13),bacterial,GH10,True,1,modeller,modeller,D4LAD4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D4LAD4_modeller_D4LAD4_modeller.pdb,standardized
D2KFL9,Cellulosilyticum ruminicola,bacterial,GH11,True,1,modeller,modeller,D2KFL9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KFL9_modeller_D2KFL9_modeller.pdb,standardized
C7Q365,Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908),bacterial,GH11,True,1,modeller,modeller,C7Q365_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C7Q365_modeller_C7Q365_modeller.pdb,standardized
A9GHF8,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH11,True,1,modeller,modeller,A9GHF8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9GHF8_modeller_A9GHF8_modeller.pdb,standardized
D1BHP9,Sanguibacter keddieii (strain ATCC 51767 / DSM 10542 / NCFB 3025 / ST-74),bacterial,GH10,True,1,modeller,modeller,D1BHP9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BHP9_modeller_D1BHP9_modeller.pdb,standardized
A9EUR0,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH11,True,1,modeller,modeller,A9EUR0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9EUR0_modeller_A9EUR0_modeller.pdb,standardized
Q9RJ91,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),bacterial,GH10,True,1,modeller,modeller,Q9RJ91_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9RJ91_modeller_Q9RJ91_modeller.pdb,standardized
E0S1S5,Butyrivibrio proteoclasticus (strain ATCC 51982 / DSM 14932 / B316) (Clostridium proteoclasticum),bacterial,GH10,True,1,modeller,modeller,E0S1S5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E0S1S5_modeller_E0S1S5_modeller.pdb,standardized
E4Q538,Caldicellulosiruptor owensensis (strain ATCC 700167 / DSM 13100 / OL),bacterial,GH10,True,1,modeller,modeller,E4Q538_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4Q538_modeller_E4Q538_modeller.pdb,standardized
B1LZ39,Methylobacterium radiotolerans (strain ATCC 27329 / DSM 1819 / JCM 2831 / NBRC 15690 / NCIMB 10815 / 0-1),bacterial,GH10,True,1,modeller,modeller,B1LZ39_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B1LZ39_modeller_B1LZ39_modeller.pdb,standardized
D3T5Y9,Thermoanaerobacter italicus (strain DSM 9252 / Ab9),bacterial,GH10,True,1,modeller,modeller,D3T5Y9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D3T5Y9_modeller_D3T5Y9_modeller.pdb,standardized
P10478,Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Clostridium thermocellum),bacterial,GH10,True,3,pdb,pdb,1JJF_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P10478_pdb_1JJF_A_Repair.pdb,standardized
Q09E20,Stigmatella aurantiaca (strain DW4/3-1),bacterial,GH10,True,1,modeller,modeller,Q09E20_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q09E20_modeller_Q09E20_modeller.pdb,standardized
B8XY24,Kocuria sp. MN22,bacterial,GH10,True,1,modeller,modeller,B8XY24_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B8XY24_modeller_B8XY24_modeller.pdb,standardized
C6CRV0,Paenibacillus sp. (strain JDR-2),bacterial,GH10,True,3,pdb,pdb,3RDK_B_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C6CRV0_pdb_3RDK_B_Repair.pdb,standardized
B0RHV2,Clavibacter sepedonicus (Clavibacter michiganensis subsp. sepedonicus),bacterial,GH10,True,1,modeller,modeller,B0RHV2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B0RHV2_modeller_B0RHV2_modeller.pdb,standardized
D5UK72,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),bacterial,GH10,True,1,modeller,modeller,D5UK72_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D5UK72_modeller_D5UK72_modeller.pdb,standardized
C7NM83,Halorhabdus utahensis (strain DSM 12940 / JCM 11049 / AX-2),archaea,GH10,True,1,modeller,modeller,C7NM83_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C7NM83_modeller_C7NM83_modeller.pdb,standardized
Q7UF11,Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1),bacterial,GH10,True,1,modeller,modeller,Q7UF11_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q7UF11_modeller_Q7UF11_modeller.pdb,standardized
B1ZN37,Opitutus terrae (strain DSM 11246 / JCM 15787 / PB90-1),bacterial,GH10,True,1,modeller,modeller,B1ZN37_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B1ZN37_modeller_B1ZN37_modeller.pdb,standardized
D5LRR5,Paenibacillus sp. HPL-002,bacterial,GH10,True,1,modeller,modeller,D5LRR5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D5LRR5_modeller_D5LRR5_modeller.pdb,standardized
B1A3N2,Paenibacillus curdlanolyticus,bacterial,GH10,True,1,modeller,modeller,B1A3N2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B1A3N2_modeller_B1A3N2_modeller.pdb,standardized
C9ZE95,Streptomyces scabiei (strain 87.22),bacterial,GH10,True,1,modeller,modeller,C9ZE95_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9ZE95_modeller_C9ZE95_modeller.pdb,standardized
D1BRX2,Xylanimonas cellulosilytica (strain DSM 15894 / JCM 12276 / CECT 5975 / KCTC 9989 / LMG 20990 / NBRC 107835 / XIL07),bacterial,GH10,True,1,modeller,modeller,D1BRX2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BRX2_modeller_D1BRX2_modeller.pdb,standardized
Q59150,Caldicellulosiruptor bescii (Anaerocellum thermophilum),bacterial,GH10,True,1,modeller,modeller,Q59150_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q59150_modeller_Q59150_modeller.pdb,standardized
