pdb_id,file_path,chosen_chain,chain_length,file_type,hbond_proxy_count,salt_bridge_count,disulfide_count,sasa_total,uniprot_accession,organism_type,organism,xref_cazy,gh_family,pdb_tag,foldx_wt_total_energy,foldx_energy_per_residue
7NWN,/home/ubuntu/xylanase-thesis/data/raw/pdb/7NWN.cif,AAA,195,cif,969.0,30.0,0.0,5658.568037563271,E4S6E9,bacterial,Caldicellulosiruptor acetigenus (strain ATCC 700853 / DSM 12137 / I77R1B) (Caldicellulosiruptor kristjanssonii),CBM22;CBM9;GH10;,GH10,7NWN_AAA_Repair,,
7NWO,/home/ubuntu/xylanase-thesis/data/raw/pdb/7NWO.cif,AAA,191,cif,795.0,29.0,0.0,6244.158621112959,E4S6E9,bacterial,Caldicellulosiruptor acetigenus (strain ATCC 700853 / DSM 12137 / I77R1B) (Caldicellulosiruptor kristjanssonii),CBM22;CBM9;GH10;,GH10,7NWO_AAA_Repair,,
7NWP,/home/ubuntu/xylanase-thesis/data/raw/pdb/7NWP.cif,AAA,195,cif,882.0,28.0,0.0,7048.483736708554,E4S6E9,bacterial,Caldicellulosiruptor acetigenus (strain ATCC 700853 / DSM 12137 / I77R1B) (Caldicellulosiruptor kristjanssonii),CBM22;CBM9;GH10;,GH10,7NWP_AAA_Repair,,
7NWQ,/home/ubuntu/xylanase-thesis/data/raw/pdb/7NWQ.cif,AAA,195,cif,911.0,28.0,0.0,6250.1282503405655,E4S6E9,bacterial,Caldicellulosiruptor acetigenus (strain ATCC 700853 / DSM 12137 / I77R1B) (Caldicellulosiruptor kristjanssonii),CBM22;CBM9;GH10;,GH10,7NWQ_AAA_Repair,,
7VUG,/home/ubuntu/xylanase-thesis/data/raw/pdb/7VUG.cif,B,338,cif,1095.0,49.0,0.0,15421.945723563202,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,7VUG_B_Repair,167.13,0.4944674556213018
7VUH,/home/ubuntu/xylanase-thesis/data/raw/pdb/7VUH.cif,B,338,cif,1114.0,52.0,0.0,15249.7387944691,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,7VUH_B_Repair,156.62,0.4633727810650888
7VUI,/home/ubuntu/xylanase-thesis/data/raw/pdb/7VUI.cif,B,338,cif,1076.0,40.0,0.0,15785.932181505332,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,7VUI_B_Repair,179.14,0.5299999999999999
7VUJ,/home/ubuntu/xylanase-thesis/data/raw/pdb/7VUJ.cif,B,338,cif,1097.0,43.0,0.0,15897.409950623412,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,7VUJ_B_Repair,202.52,0.5991715976331361
7WH6,/home/ubuntu/xylanase-thesis/data/raw/pdb/7WH6.cif,A,319,cif,2163.0,25.0,2.0,3996.719508942428,Q4WLG5,fungal,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),,unknown,7WH6_A_Repair,-73.11,-0.2291849529780564
7WH7,/home/ubuntu/xylanase-thesis/data/raw/pdb/7WH7.cif,A,319,cif,2223.0,27.0,2.0,3667.1530312634154,Q4WLG5,fungal,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),,unknown,7WH7_A_Repair,-70.73,-0.2217241379310345
7WHA,/home/ubuntu/xylanase-thesis/data/raw/pdb/7WHA.cif,A,319,cif,1816.0,25.0,2.0,6709.009253853168,Q4WLG5,fungal,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),,unknown,7WHA_A_Repair,-65.3,-0.20470219435736675
7WHE,/home/ubuntu/xylanase-thesis/data/raw/pdb/7WHE.cif,A,319,cif,1890.0,24.0,2.0,6153.498263855506,Q4WLG5,fungal,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),,unknown,7WHE_A_Repair,-68.1,-0.2134796238244514
7XN9,/home/ubuntu/xylanase-thesis/data/raw/pdb/7XN9.cif,A,476,cif,1907.0,24.0,1.0,22298.816480684764,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,7XN9_A_Repair,2.47,0.005189075630252101
7XNA,/home/ubuntu/xylanase-thesis/data/raw/pdb/7XNA.cif,A,472,cif,1860.0,29.0,1.0,22722.770827871067,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,7XNA_A_Repair,29.45,0.06239406779661017
7ZQ0,/home/ubuntu/xylanase-thesis/data/raw/pdb/7ZQ0.cif,A,189,cif,1058.0,19.0,0.0,3665.895414025069,C7YSL3,fungal,Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi),,unknown,7ZQ0_A_Repair,15.37,0.08132275132275132
8AF4,/home/ubuntu/xylanase-thesis/data/raw/pdb/8AF4.cif,A,189,cif,1024.0,17.0,0.0,3787.2061796533303,C7YSL3,fungal,Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi),,unknown,8AF4_A_Repair,9.25,0.04894179894179894
8AF5,/home/ubuntu/xylanase-thesis/data/raw/pdb/8AF5.cif,A,189,cif,1050.0,17.0,0.0,3571.024317302162,C7YSL3,fungal,Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi),,unknown,8AF5_A_Repair,11.53,0.061005291005291
8AF6,/home/ubuntu/xylanase-thesis/data/raw/pdb/8AF6.cif,A,189,cif,1138.0,18.0,0.0,3288.4827566920358,C7YSL3,fungal,Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi),,unknown,8AF6_A_Repair,15.3,0.08095238095238096
8B73,/home/ubuntu/xylanase-thesis/data/raw/pdb/8B73.cif,A,405,cif,1633.0,76.0,0.0,16925.063222476616,G8LZE0,bacterial,Acetivibrio clariflavus (strain DSM 19732 / NBRC 101661 / EBR45) (Clostridium clariflavum),,unknown,8B73_A_Repair,-74.14,-0.18306172839506174
8BBI,/home/ubuntu/xylanase-thesis/data/raw/pdb/8BBI.cif,A,335,cif,1639.0,84.0,0.0,10913.69386495952,F7YXD6,bacterial,Pseudothermotoga thermarum DSM 5069,,unknown,8BBI_A_Repair,-122.54,-0.3657910447761194
8IH0,/home/ubuntu/xylanase-thesis/data/raw/pdb/8IH0.cif,A,184,cif,1134.0,14.0,0.0,2885.4769011782328,I3VTR8,bacterial,Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485),,unknown,8IH0_A_Repair,-14.55,-0.07907608695652174
8IH1,/home/ubuntu/xylanase-thesis/data/raw/pdb/8IH1.cif,A,183,cif,820.0,11.0,0.0,5404.275451899553,I3VTR8,bacterial,Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485),,unknown,8IH1_A_Repair,-6.73,-0.036775956284153005
8JST,/home/ubuntu/xylanase-thesis/data/raw/pdb/8JST.cif,A,192,cif,1067.0,16.0,2.0,3502.9425361805816,J7GPW4,unknown,uncultured microorganism,,unknown,8JST_A_Repair,-6.28,-0.03270833333333333
8KEU,/home/ubuntu/xylanase-thesis/data/raw/pdb/8KEU.cif,A,190,cif,1138.0,19.0,1.0,3025.3813588559533,G0RUP7,fungal,Hypocrea jecorina (strain QM6a) (Trichoderma reesei),GH11;,GH11,8KEU_A_Repair,-16.62,-0.08747368421052631
8KH3,/home/ubuntu/xylanase-thesis/data/raw/pdb/8KH3.cif,A,299,cif,1854.0,37.0,1.0,5122.682828199997,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,8KH3_A_Repair,-70.47,-0.235685618729097
8QXY,/home/ubuntu/xylanase-thesis/data/raw/pdb/8QXY.cif,A,185,cif,997.0,10.0,0.0,3942.45495496616,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,8QXY_A_Repair,-7.03,-0.038
8QXZ,/home/ubuntu/xylanase-thesis/data/raw/pdb/8QXZ.cif,A,185,cif,1020.0,10.0,0.0,3547.0043533240864,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,8QXZ_A_Repair,-16.46,-0.08897297297297298
8QY0,/home/ubuntu/xylanase-thesis/data/raw/pdb/8QY0.cif,A,185,cif,814.0,10.0,0.0,5715.659999795029,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,8QY0_A_Repair,-9.47,-0.051189189189189195
8QY1,/home/ubuntu/xylanase-thesis/data/raw/pdb/8QY1.cif,A,184,cif,803.0,12.0,0.0,5596.40785700081,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,8QY1_A_Repair,-3.27,-0.017771739130434783
8QY2,/home/ubuntu/xylanase-thesis/data/raw/pdb/8QY2.cif,A,185,cif,892.0,9.0,0.0,4633.312919311717,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,8QY2_A_Repair,-19.9,-0.10756756756756757
8QY3,/home/ubuntu/xylanase-thesis/data/raw/pdb/8QY3.cif,A,185,cif,1108.0,9.0,0.0,3056.4047748057105,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,8QY3_A_Repair,-20.91,-0.11302702702702702
8R85,/home/ubuntu/xylanase-thesis/data/raw/pdb/8R85.cif,A,185,cif,995.0,11.0,0.0,3873.7326785007376,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,8R85_A_Repair,-5.21,-0.028162162162162163
8R86,/home/ubuntu/xylanase-thesis/data/raw/pdb/8R86.cif,A,185,cif,1133.0,10.0,0.0,3375.594081861464,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,8R86_A_Repair,-11.2,-0.06054054054054054
8RD5,/home/ubuntu/xylanase-thesis/data/raw/pdb/8RD5.cif,A,300,cif,1856.0,38.0,1.0,5844.04271668119,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,8RD5_A_Repair,-84.84,-0.2828
8USE,/home/ubuntu/xylanase-thesis/data/raw/pdb/8USE.cif,A,301,cif,1936.0,42.0,0.0,4967.33695254143,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,8USE_A_Repair,-59.58,-0.19794019933554816
8USF,/home/ubuntu/xylanase-thesis/data/raw/pdb/8USF.cif,A,301,cif,1944.0,37.0,0.0,4926.1533871889205,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,8USF_A_Repair,-65.7,-0.21827242524916945
8USG,/home/ubuntu/xylanase-thesis/data/raw/pdb/8USG.cif,A,301,cif,1799.0,41.0,1.0,6145.194808277395,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,8USG_A_Repair,-55.46,-0.18425249169435215
8USH,/home/ubuntu/xylanase-thesis/data/raw/pdb/8USH.cif,A,301,cif,1790.0,38.0,1.0,6170.6752484146455,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,8USH_A_Repair,-58.9,-0.19568106312292358
8USI,/home/ubuntu/xylanase-thesis/data/raw/pdb/8USI.cif,A,303,cif,1816.0,40.0,0.0,5762.881630829512,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,8USI_A_Repair,-51.8,-0.17095709570957096
8USJ,/home/ubuntu/xylanase-thesis/data/raw/pdb/8USJ.cif,B,301,cif,1837.0,39.0,0.0,5870.82392697347,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,8USJ_B_Repair,-60.85,-0.20215946843853821
8USK,/home/ubuntu/xylanase-thesis/data/raw/pdb/8USK.cif,A,301,cif,1782.0,44.0,1.0,5898.459449405595,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,8USK_A_Repair,-65.83,-0.21870431893687708
8USL,/home/ubuntu/xylanase-thesis/data/raw/pdb/8USL.cif,A,301,cif,1634.0,44.0,1.0,7463.249013347719,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,8USL_A_Repair,-56.09,-0.18634551495016613
8X1D,/home/ubuntu/xylanase-thesis/data/raw/pdb/8X1D.cif,A,183,cif,980.0,12.0,0.0,3824.2014993437774,I3VTR8,bacterial,Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485),,unknown,8X1D_A_Repair,-10.38,-0.05672131147540984
8XY0,/home/ubuntu/xylanase-thesis/data/raw/pdb/8XY0.cif,A,353,cif,2193.0,89.0,0.0,7880.453749248757,P07528,bacterial,Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans),GH10;,GH10,8XY0_A_Repair,-54.94,-0.15563739376770538
8XZX,/home/ubuntu/xylanase-thesis/data/raw/pdb/8XZX.cif,A,193,cif,834.0,13.0,0.0,5559.693395693593,Q0CMZ1,fungal,Aspergillus terreus (strain NIH 2624 / FGSC A1156),,unknown,8XZX_A_Repair,10.45,0.05414507772020725
8XZY,/home/ubuntu/xylanase-thesis/data/raw/pdb/8XZY.cif,A,189,cif,978.0,13.0,0.0,4370.67067152514,Q0CMZ1,fungal,Aspergillus terreus (strain NIH 2624 / FGSC A1156),,unknown,8XZY_A_Repair,-8.52,-0.04507936507936508
8XZZ,/home/ubuntu/xylanase-thesis/data/raw/pdb/8XZZ.cif,A,196,cif,1030.0,13.0,0.0,4262.858236255113,Q0CMZ1,fungal,Aspergillus terreus (strain NIH 2624 / FGSC A1156),,unknown,8XZZ_A_Repair,-5.66,-0.028877551020408163
8Y00,/home/ubuntu/xylanase-thesis/data/raw/pdb/8Y00.cif,A,197,cif,1012.0,13.0,0.0,4409.741038296032,Q0CMZ1,fungal,Aspergillus terreus (strain NIH 2624 / FGSC A1156),,unknown,8Y00_A_Repair,-11.15,-0.05659898477157361
8Y1M,/home/ubuntu/xylanase-thesis/data/raw/pdb/8Y1M.cif,A,358,cif,2081.0,99.0,0.0,8889.504419495757,P07528,bacterial,Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans),GH10;,GH10,8Y1M_A_Repair,-58.96,-0.1646927374301676
8YEA,/home/ubuntu/xylanase-thesis/data/raw/pdb/8YEA.cif,A,183,cif,616.0,13.0,0.0,7330.784927781571,I3VTR8,bacterial,Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485),,unknown,8YEA_A_Repair,18.0,0.09836065573770492
8YJI,/home/ubuntu/xylanase-thesis/data/raw/pdb/8YJI.cif,A,183,cif,684.0,23.0,0.0,6574.458258552726,A0A2T4BZZ5,fungal,Trichoderma longibrachiatum ATCC 18648,,unknown,8YJI_A_Repair,3.92,0.021420765027322403
8YJJ,/home/ubuntu/xylanase-thesis/data/raw/pdb/8YJJ.cif,A,183,cif,1046.0,19.0,0.0,3453.2685276552243,A0A2T4BZZ5,fungal,Trichoderma longibrachiatum ATCC 18648,,unknown,8YJJ_A_Repair,-13.95,-0.07622950819672131
8YPX,/home/ubuntu/xylanase-thesis/data/raw/pdb/8YPX.cif,A,184,cif,652.0,15.0,0.0,7225.312174790745,I3VTR8,bacterial,Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485),,unknown,8YPX_A_Repair,1.17,0.006358695652173912
8YYN,/home/ubuntu/xylanase-thesis/data/raw/pdb/8YYN.cif,A,183,cif,948.0,12.0,0.0,4012.237192226533,I3VTR8,bacterial,Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485),,unknown,8YYN_A_Repair,-4.94,-0.026994535519125683
8YYO,/home/ubuntu/xylanase-thesis/data/raw/pdb/8YYO.cif,A,183,cif,1119.0,12.0,0.0,3062.809112491984,I3VTR8,bacterial,Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485),,unknown,8YYO_A_Repair,-17.94,-0.09803278688524591
